"","reg","site","connectance","web asymmetry","links per species","number of compartments","compartment diversity","cluster coefficient","nestedness","NODF","weighted nestedness","weighted NODF","interaction strength asymmetry","specialisation asymmetry","linkage density","weighted connectance","Fisher alpha","Shannon diversity","interaction evenness","Alatalo interaction evenness","H2","number.of.species.HL","number.of.species.LL","mean.number.of.shared.partners.HL","mean.number.of.shared.partners.LL","cluster.coefficient.HL","cluster.coefficient.LL","weighted.cluster.coefficient.HL","weighted.cluster.coefficient.LL","niche.overlap.HL","niche.overlap.LL","togetherness.HL","togetherness.LL","C.score.HL","C.score.LL","V.ratio.HL","V.ratio.LL","discrepancy.HL","discrepancy.LL","extinction.slope.HL","extinction.slope.LL","robustness.HL","robustness.LL","functional.complementarity.HL","functional.complementarity.LL","partner.diversity.HL","partner.diversity.LL","generality.HL","vulnerability.LL","consumer_degree","consumer_normalised.degree","resource_degree","resource_normalised.degree"
"247","ind","Orang",0.461538461538462,-0.444444444444444,1.66666666666667,1,NA,0.307692307692308,15.2845106691169,67.9924242424242,0.700222337801806,0,0,0.0336462636042904,5.86666666666667,0.325925925925926,2147483697.13333,3.40119738166216,0.814777633639916,1,0,5,13,2.7,1.52564102564103,0.461538461538462,0.461538461538462,0.24496644295302,0.764044943820225,0.408528138528139,0.630647130647131,0.193333333333333,0.448717948717949,0.163888888888889,0.166666666666667,6.66666666666667,1.57377049180328,4,4,2.28032217500137,4.90280736097933,0.695956145648984,0.802962426021178,10.8062897072236,9.5609248069447,1.45613943907695,0.728432536146636,6,2.30769230769231,4,0.307692307692308,2,0.4
"248","ind","Palamau",0.3671875,-0.333333333333333,1.95833333333333,2,1.33220569124945,0.3125,14.831582829996,65.2477477477477,0.5185206438098,0,0,0.0944058197643852,6.5531914893617,0.273049645390071,8589934615.5,3.85014760171006,0.793512693096805,1,0,8,16,2.39285714285714,1.61666666666667,0.3671875,0.3671875,0.545015105740181,0.866255144032922,0.338837906037154,0.512121212121212,0.178571428571429,0.340104166666667,0.353246753246753,0.23087962962963,6.51794871794872,2.16719242902208,7,8,2.64819873809934,4.00345819863153,0.721562350427391,0.778508521479591,15.5416992298371,15.5398571142602,1.40489328721093,0.918684216560459,5.875,2.9375,5,0.3125,2.5,0.3125
"249","ind","Pang Sida",0.3125,-0.454545454545455,1.36363636363636,2,1.35613141338627,0.21875,35.5635165947962,35.679012345679,0.228307736404938,0,0,0.158353642536896,5.03333333333333,0.228787878787879,2147483697.13333,3.40119738166216,0.745166065117476,1,0,6,16,1.4,0.833333333333333,0.3125,0.3125,0.101431980906921,0.640776699029126,0.204322344322344,0.374821428571429,0.126666666666667,0.276851851851852,0.593518518518519,0.488194444444444,4.44444444444444,1.008,8,8,1.83927425669236,3.72986492912853,0.6442987319745,0.774863638902785,13.7336541931711,12.3554113236358,1.29720400272267,0.501880255891723,5,1.875,3.5,0.21875,2,0.333333333333333
"250","ind","Pasoh",0.346153846153846,-0.529411764705882,1.05882352941176,2,1.59360581523684,0.384615384615385,46.4822725533326,28.5714285714286,-0.060164696655649,0,0,0.296706523416607,3.38888888888889,0.199346405228758,4294967305,2.89037175789616,0.731509358509999,1,0,4,13,1.16666666666667,0.461538461538462,0.346153846153846,0.346153846153846,0.0491803278688525,0.6,0.218181818181818,0.281196581196581,0.130952380952381,0.182692307692308,0.66,0.58974358974359,0.9,0.638888888888889,7,8,1.3198836413647,5.06434940748628,0.565897435897436,0.829305614596884,10.1969750023406,8.09509542636768,1.42594561866405,0.222336289068936,4.5,1.38461538461538,5,0.384615384615385,1,0.25
"251","ind","Pench",0.428571428571429,-0.391304347826087,2.08695652173913,1,NA,0.3125,11.095361809575,75.5791962174941,0.751563153240111,0,0,0.0756054850162693,7,0.304347826086956,8589934616,3.87120101090789,0.820430631966085,1,0,7,16,3.23809523809524,1.83333333333333,0.428571428571429,0.428571428571429,0.504754561809304,0.869047619047619,0.441574545820455,0.600904280904281,0.200793650793651,0.384027777777778,0.178908128908129,0.138888888888889,7.31578947368421,2.28571428571429,6,7,3.2135502432399,5.0719219124642,0.755943446444771,0.821302536851394,13.8427810821481,13.4681150424812,1.6267660345707,0.962005915345456,6.85714285714286,3,5,0.3125,2.5,0.357142857142857
"252","ind","Periyar",0.362637362637363,-0.3,1.65,2,1.38414548846169,0.307692307692308,17.1766229331672,58.9225589225589,0.458402150284196,0,0,0.106623093388493,5.33333333333333,0.266666666666667,4294967312.5,3.49650756146648,0.775131115570119,1,0,7,13,1.80952380952381,1.34615384615385,0.362637362637363,0.362637362637363,0.348943985307622,0.780645161290323,0.32249655106798,0.490903540903541,0.19047619047619,0.33974358974359,0.388007054673721,0.277777777777778,5.01639344262295,1.76344086021505,6,7,2.22309297641274,3.61054980945592,0.688526211290966,0.770435396023429,12.4512883004872,11.7195553602529,1.21091017098514,0.786716051661829,4.71428571428571,2.53846153846154,4,0.307692307692308,2,0.285714285714286
"253","ind","Phou Hin Poun",0.283333333333333,-0.411764705882353,1,2,1.59360581523684,0.166666666666667,27.515965241546,33.5526315789474,0.551164269298522,0,0,0.0394091845539683,3.82352941176471,0.224913494809689,4294967304.5,2.83321334405622,0.691982147813804,1,0,5,12,0.5,0.651515151515151,0.283333333333333,0.283333333333333,0,0,0.167132867132867,0.46969696969697,0.059375,0.343434343434343,0.758333333333333,0.393939393939394,3.89655172413793,0.346534653465347,6,7,1.35663693971222,2.3316096897773,0.566723056158274,0.695257136378056,10.0244126891971,6.97065922306976,0.855333223803211,0.288811325233311,3.4,1.41666666666667,2,0.166666666666667,1,0.2
"254","ind","Phou Khao Khouay",0.277777777777778,-0.44,1.4,2,1.44328965573469,0.222222222222222,30.2458167333898,35.5651340996169,0.365750549798424,0,0,0.215462542200847,5.34285714285714,0.213714285714286,4294967313.5,3.55534806148941,0.735140781677573,1,0,7,18,1.19047619047619,0.830065359477124,0.277777777777778,0.277777777777778,0.118314424635332,0.797202797202797,0.193606922178351,0.370417055711173,0.100803957946815,0.272331154684096,0.658114674441205,0.487291212781409,4.9875,0.894428152492668,11,10,1.94351617130362,3.20047075486338,0.6519897629862,0.743860942945428,14.5822444837097,14.0309503850793,1.21209571424438,0.545657975749756,5,1.94444444444444,4,0.222222222222222,2,0.285714285714286
"255","ind","Phou Xang He",0.278195488721804,-0.461538461538462,1.42307692307692,2,1.42993238487999,0.210526315789474,31.6043650820749,34.5052083333333,0.336444807465155,0,0,0.263109254794205,5.35135135135135,0.205821205821206,4294967314.5,3.61091791264422,0.738376303607027,1,0,7,19,1.28571428571429,0.783625730994152,0.278195488721804,0.278195488721804,0.179335793357934,0.822857142857143,0.199637026527783,0.346797549429128,0.106601731601732,0.250974658869396,0.671679593554594,0.51364522417154,4.55952380952381,0.904522613065327,13,12,1.80931678958654,3.41680580996818,0.635097332570476,0.756766378505383,15.1497854838826,13.8016070828078,1.29606523780183,0.53827940376862,5.28571428571429,1.94736842105263,4,0.210526315789474,2,0.285714285714286
"256","ind","Phu Hin Rong Kla",0.222222222222222,-0.428571428571429,0.952380952380952,3,1.85696000341099,0.166666666666667,26.2440479756234,25.4166666666667,0.353728642331718,0,0,0.0189378066202659,3.75,0.178571428571429,4294967306,2.99573227355399,0.665746441078722,1,0,6,15,0.466666666666667,0.457142857142857,0.222222222222222,0.222222222222222,0.0297029702970297,0.3,0.0976923076923077,0.316190476190476,0.0506172839506173,0.193650793650794,0.756018518518519,0.566137566137566,3.44186046511628,0.597826086956522,8,8,1.30196873375811,2.21376172755901,0.568214469920049,0.681781961093863,13.2471057757895,11.2297583496203,0.828302216596,0.192691450526411,3.33333333333333,1.33333333333333,2.5,0.166666666666667,1,0.166666666666667
"257","ind","Phu Khiao",0.256578947368421,-0.407407407407407,1.44444444444444,3,1.68568471531515,0.184210526315789,27.3049383705884,39.1708542713568,0.286222003197365,0,0,0.149858917106811,5.74358974358974,0.212725546058879,4294967315.5,3.66356164612965,0.729229453393234,1,0,8,19,1.21428571428571,0.883040935672515,0.256578947368421,0.256578947368421,0.220950200343446,0.76,0.172196827448928,0.359468114731273,0.101190476190476,0.249634502923977,0.61025267249757,0.484446068875893,5.88780487804878,1.28,10,9,1.871494152673,2.69166542089124,0.648317548893932,0.717515558350582,17.4517752088851,16.5050361767675,1.13301973272476,0.565164962914198,4.875,2.05263157894737,3.5,0.184210526315789,2,0.25
"258","ind","Phu Luang",0.26984126984127,-0.44,1.36,3,1.7342471992018,0.222222222222222,34.6716875258656,34.3869731800766,0.179032481799266,0,0,0.152977518444231,5.32352941176471,0.212941176470588,4294967313,3.52636052461616,0.729147016750101,1,0,7,18,1.14285714285714,0.803921568627451,0.26984126984127,0.26984126984127,0.122689075630252,0.797202797202797,0.151165501165501,0.352116402116402,0.0940012368583797,0.262527233115468,0.694965323791854,0.513435003631082,5.15384615384615,0.963855421686747,10,9,1.77179520098892,3.23733455752989,0.630189664800731,0.749553752960697,15.6852165685176,14.6966547968016,1.18021806405664,0.507149799051982,4.85714285714286,1.88888888888889,4,0.222222222222222,2,0.285714285714286
"259","ind","Phu Phan",0.407407407407407,-0.5,0.916666666666667,2,1.5691925832142,0.444444444444444,32.9674810423607,32.0512820512821,0.184133195670852,0,0,-0.184535123214271,3.09090909090909,0.257575757575758,4294967301.5,2.39789527279837,0.727552779548046,1,0,3,9,0.666666666666667,0.583333333333333,0.407407407407407,0.407407407407407,0,NA,0.133333333333333,0.444444444444444,0.0333333333333333,0.388888888888889,0.844444444444444,0.444444444444444,2.11111111111111,0.304347826086957,3,4,1.27770648476893,3.27614714469139,0.564166666666667,0.75143716078553,7.33130903134756,5.26348812225948,1.05935127678265,0.154032706791099,3.66666666666667,1.22222222222222,4,0.444444444444444,1,0.333333333333333
"260","ind","Rajaji",0.333333333333333,-0.304347826086957,1.73913043478261,2,1.34371637842269,0.266666666666667,17.38361709569,60.2756892230576,0.537681908757436,0,0,-0.00493598665519867,6.075,0.264130434782609,4294967316,3.68887945411394,0.770524452533113,1,0,8,15,1.85714285714286,1.43809523809524,0.333333333333333,0.333333333333333,0.359649122807018,0.797752808988764,0.32723050758765,0.51453033738748,0.198051948051948,0.341071428571429,0.350965007215007,0.246878306878307,6.45454545454545,2.17054263565891,6,7,2.42068753991132,3.47584987709419,0.703147023229583,0.760535145377544,14.3812270956577,14.4952888504562,1.22773044543695,0.826424158131554,5,2.66666666666667,4,0.266666666666667,2,0.25
"261","ind","Sagarmatha",1,-0.818181818181818,0.909090909090909,1,NA,1,NA,NA,NA,NA,NA,NA,5.5,0.5,2147483653,2.30258509299405,1,1,NA,1,10,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0.216409525827741,NA,0.266012616126382,0,0,2.30258509299405,0,10,1,10,1,1,1
"262","ind","Sai Yok",0.291666666666667,-0.538461538461538,1.34615384615385,3,2.15190203442666,0.175,39.4858730164158,27.8048780487805,0.113273526372632,0,0,0.20127202255593,5.62857142857143,0.216483516483516,4294967313.5,3.55534806148941,0.742632729727357,1,0,6,20,1.26666666666667,0.752631578947368,0.291666666666667,0.291666666666667,0.0777537796976242,0.826086956521739,0.132539682539683,0.36,0.0923611111111111,0.284795321637427,0.723263888888889,0.549707602339181,5.11678832116788,0.620052770448549,10,9,1.70506284995024,4.12550502822542,0.625872025260908,0.795761199002389,15.2857018095603,10.723386322581,1.47350238508065,0.462323970929603,5.83333333333333,1.75,3.5,0.175,2,0.333333333333333
"263","ind","Sakaerat",0.4,-0.523809523809524,1.52380952380952,2,1.36956367167207,0.25,30.9655773673704,45.3846153846154,0.298649836221959,0,0,0.133877955322697,6.0625,0.288690476190476,4294967312,3.46573590279973,0.790897954698911,1,0,5,16,2.1,1.175,0.4,0.4,0.147038801906059,0.866666666666667,0.221666666666667,0.525,0.135416666666667,0.436111111111111,0.589583333333333,0.329166666666667,6.34883720930233,0.808080808080808,7,6,2.05856838753464,4.31742811035567,0.670806721093108,0.792493614786784,12.5682251337231,9.39992940556771,1.4909439898728,0.603246532918764,6.4,2,4,0.25,2,0.4
"264","ind","Salawin",0.305555555555556,-0.5,1.375,3,1.91928138508358,0.166666666666667,35.3453058767032,33.9285714285714,0.206231777429775,0,0,0.11350450217903,5.81818181818182,0.242424242424242,4294967312.5,3.49650756146648,0.746776925262312,1,0,6,18,1.26666666666667,0.915032679738562,0.305555555555556,0.305555555555556,0.0777537796976242,0.826086956521739,0.132539682539683,0.427450980392157,0.087962962962963,0.342774146695715,0.724074074074074,0.460421205519245,6.21259842519685,0.672597864768683,8,7,1.86104670209053,3.47642486970285,0.649076386959274,0.767628051927849,14.3774328968538,10.7027872390601,1.2904003369693,0.513693301032892,5.5,1.83333333333333,3,0.166666666666667,2,0.333333333333333
"265","ind","Sanjay Gandhi",0.46969696969697,-0.294117647058824,1.82352941176471,1,NA,0.363636363636364,11.8081303052185,74.7619047619048,0.693442963968599,0,0,0.233793908593141,5.2258064516129,0.307400379506641,2147483696.53226,3.43398720448515,0.81963489020678,1,0,6,11,2.73333333333333,1.63636363636364,0.46969696969697,0.46969696969697,0.470338983050847,0.82122905027933,0.504387464387464,0.55208448117539,0.25952380952381,0.301010101010101,0.164285714285714,0.192592592592593,4.17808219178082,2.16923076923077,4,5,3.10639458115679,5.28841270396007,0.747721868183346,0.82360593807981,10.190288635914,10.9430274871927,1.42555537300535,0.887027731123459,5.16666666666667,2.81818181818182,4,0.363636363636364,2,0.333333333333333
"266","ind","Siberut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","ind","Simlipal",0.358333333333333,-0.304347826086957,1.8695652173913,2,1.34371637842269,0.333333333333333,15.5775491097197,63.1829573934837,0.519945252309668,0,0,0.0407467146323189,6.20930232558139,0.269969666329626,8589934613.5,3.76120011569356,0.785630621998295,1,0,8,15,2.17857142857143,1.55238095238095,0.358333333333333,0.358333333333333,0.503841488071169,0.839285714285714,0.342086449964601,0.503388991960421,0.192857142857143,0.331547619047619,0.346349206349206,0.239259259259259,6.16201117318436,2.26811594202899,6,7,2.78718542272952,3.71820073264632,0.726984440166263,0.767880372965493,14.4592666664559,14.522774929473,1.31140927717978,0.887510206923164,5.375,2.86666666666667,5,0.333333333333333,2,0.25
"268","ind","Sinharaja",0.46875,-0.333333333333333,1.25,2,1.5691925832142,0.5,24.8298294028852,39.7058823529412,0.169456587309983,0,0,0.238776301853941,3.46666666666667,0.288888888888889,4294967303.5,2.70805020110221,0.781378119121704,1,0,4,8,1.66666666666667,0.964285714285714,0.46875,0.46875,0.352941176470588,1,0.366666666666667,0.460714285714286,0.229166666666667,0.392857142857143,0.625,0.357142857142857,2.04,1.07843137254902,2,2,2.09097244976615,3.71784355045477,0.670833333333333,0.772255130679698,6.74525817737611,5.62122922382727,1.14108704786696,0.498623005820534,3.75,1.875,4,0.5,1.5,0.375
"269","ind","Sundarbans",0.545454545454545,-0.375,1.875,1,NA,0.454545454545455,10.9961396505936,72.6153846153846,0.701678662881149,0,0,0.323168024147075,5.33333333333333,0.333333333333333,2147483697.13333,3.40119738166216,0.848743347370265,1,0,5,11,3.7,1.69090909090909,0.545454545454546,0.545454545454545,0.470588235294118,0.926829268292683,0.604473304473304,0.585512265512266,0.286666666666667,0.266666666666667,0.191666666666667,0.194444444444444,3.91304347826087,2.14035087719298,3,4,3.3026323103942,7.56484107041465,0.753552181855258,0.870520007741075,8.17608490102927,8.09346955110887,1.66129443202012,0.859745495446155,6,2.72727272727273,5,0.454545454545455,2,0.4
"270","ind","Sungai Lalang",0.344444444444444,-0.428571428571429,1.47619047619048,2,1.50699306577254,0.333333333333333,45.3334815976119,31.5,-0.129914609380662,0,0,0.329401647844165,4.29032258064516,0.204301075268817,2147483696.53226,3.43398720448515,0.763140545060678,1,0,6,15,1.93333333333333,0.695238095238095,0.344444444444444,0.344444444444444,0.241157556270096,0.793103448275862,0.332698412698413,0.270702947845805,0.233333333333333,0.164021164021164,0.527455782312925,0.580952380952381,1.04123711340206,1.29861111111111,11,12,1.96969219870826,5.51061818237821,0.666258915021897,0.839224880094139,12.0335522374688,11.8336032833256,1.56888020266215,0.565091413126399,5.16666666666667,2.06666666666667,5,0.333333333333333,2,0.333333333333333
"271","ind","Tabin",0.277777777777778,-0.384615384615385,0.769230769230769,3,2.29450658622141,0.222222222222222,39.64260358713,15.0793650793651,NA,0,NA,-0.136961531854796,2.4,0.184615384615385,2147483653,2.30258509299405,0.642548604469234,1,0,4,9,0.166666666666667,0.361111111111111,0.277777777777778,0.277777777777778,0,NA,0.0416666666666667,0.305555555555556,0.0166666666666667,0.229166666666667,0.922222222222222,0.638888888888889,1.57142857142857,0.148148148148148,4,5,1.12331431577205,2.1280306683615,0.530740740740741,0.674357248941668,8.31319304793945,6.66482217850227,0.677012550275553,0.0770163533955495,2.5,1.11111111111111,2,0.222222222222222,1,0.25
"272","ind","Tadoba Andhari",0.3203125,-0.333333333333333,1.70833333333333,2,1.33220569124945,0.21875,16.055539604124,62.3873873873874,0.590301175561097,0,0,-0.0165299952860923,6.48780487804878,0.270325203252033,4294967316.5,3.71357206670431,0.765364572088298,1,0,8,16,1.78571428571429,1.45833333333333,0.3203125,0.3203125,0.394366197183099,0.741811175337187,0.312797298406542,0.533576238576239,0.15,0.367708333333333,0.30952380952381,0.232928240740741,7.7379679144385,2.16981132075472,6,5,2.13704149866616,3.12085116237731,0.679159285752814,0.746724835024248,15.2181371670257,15.3700575686171,1.15303040964315,0.786167745547954,5.125,2.5625,3.5,0.21875,2,0.25
"273","ind","Tam Dao",0.294117647058824,-0.478260869565217,1.30434782608696,2,1.34371637842269,0.235294117647059,33.9563982751348,29.6688741721854,0.276634826853608,0,0,0.164039192890384,5.06666666666667,0.220289855072464,2147483697.13333,3.40119738166216,0.735398351292558,1,0,6,17,1.26666666666667,0.757352941176471,0.294117647058824,0.294117647058824,0.0499405469678954,0.38961038961039,0.179199689199689,0.361887254901961,0.11047619047619,0.300551470588235,0.580916099773243,0.516544117647059,4.60714285714286,0.934306569343066,8,8,1.58917534063127,3.28523043998246,0.614174765028412,0.746508106476166,13.6030241388014,11.1888788690826,1.21887006451505,0.448506999185847,5,1.76470588235294,4,0.235294117647059,2,0.333333333333333
"274","ind","Taman Negara",0.263888888888889,-0.384615384615385,1.46153846153846,3,1.8570277286173,0.277777777777778,40.5819813986821,29.3554327808471,0.0773008548407055,0,0,0.18576928261278,4.68421052631579,0.180161943319838,4294967315,3.63758615972639,0.731936179581781,1,0,8,18,1.28571428571429,0.679738562091503,0.263888888888889,0.263888888888889,0.231660231660232,0.753731343283582,0.203638425066997,0.259197012138189,0.135361552028219,0.172794117647059,0.661869488536155,0.606100217864924,2.70103092783505,1.22374429223744,14,15,1.78901530025435,3.85848092288192,0.6424988332171,0.779113333772945,16.0962253799899,14.8418117693414,1.32613215663683,0.58643404103199,4.75,2.11111111111111,5,0.277777777777778,2,0.25
"275","ind","Tamanthi",0.285714285714286,-0.481481481481481,1.48148148148148,2,1.52117546664052,0.2,29.9871784950002,36.5165876777251,0.317018833060791,0,0,0.25149268670331,5.7,0.211111111111111,4294967316,3.68887945411394,0.746488543411468,1,0,7,20,1.61904761904762,0.810526315789474,0.285714285714286,0.285714285714286,0.223768115942029,0.76,0.233470653218552,0.342293233082707,0.13640873015873,0.242543859649123,0.477331349206349,0.522222222222222,4.86046511627907,1.23893805309735,12,11,1.83701776103368,4.43221616181995,0.649500202758848,0.799104143347372,16.5538311777855,15.1211603779229,1.45182430720946,0.536906714768489,5.71428571428571,2,4,0.2,2,0.285714285714286
"276","ind","Tangkoko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","ind","Tanjung Puting",0.375,-0.333333333333333,1,2,1.5691925832142,0.375,36.9366664516143,19.6078431372549,0.232100111392885,0,0,0.367048279605145,2.75,0.229166666666667,1073741872.66667,2.484906649788,0.716992500144231,1,0,4,8,0.833333333333333,0.571428571428571,0.375,0.375,0,0,0.25,0.378571428571429,0.188888888888889,0.267857142857143,0.677777777777778,0.535714285714286,1.23076923076923,0.615384615384615,3,3,1.50410651547372,2.77440991730336,0.58625,0.728725705860062,6.89897948556636,5.74452853906392,0.95166562244258,0.3106133312235,3,1.5,3,0.375,1,0.25
"278","ind","Tansa",0.46969696969697,-0.294117647058824,1.82352941176471,1,NA,0.363636363636364,11.8081303052185,74.7619047619048,0.689113858741936,0,0,0.233793908593141,5.2258064516129,0.307400379506641,2147483696.53226,3.43398720448515,0.81963489020678,1,0,6,11,2.73333333333333,1.63636363636364,0.46969696969697,0.46969696969697,0.470338983050847,0.82122905027933,0.504387464387464,0.55208448117539,0.25952380952381,0.301010101010101,0.164285714285714,0.192592592592593,4.17808219178082,2.16923076923077,4,5,3.05292001341481,4.79565104260358,0.750018952102645,0.813495411830174,10.190288635914,10.9430274871927,1.42555537300535,0.887027731123459,5.16666666666667,2.81818181818182,4,0.363636363636364,2,0.333333333333333
"279","ind","Taranga Hill",0.472222222222222,-0.384615384615385,1.30769230769231,1,NA,0.444444444444444,9.97248529012795,70.8333333333333,0.704688187228288,0,0,-0.0755864549984312,4.05882352941176,0.312217194570136,4294967304.5,2.83321334405622,0.790623237302285,1,0,4,9,2,1.11111111111111,0.472222222222222,0.472222222222222,0.206896551724138,0.5625,0.448148148148148,0.57010582010582,0.175,0.3125,0.208333333333333,0.196428571428571,3.66666666666667,1.42857142857143,2,2,1.9291121507987,3.82227509941699,0.651851851851852,0.783185819221728,8.3282369139185,7.18604525225563,1.2130075659799,0.507149799051982,4.25,1.88888888888889,4,0.444444444444444,2,0.5
"280","ind","Tasek Bera",0.416666666666667,-0.411764705882353,1.47058823529412,2,1.43650137573418,0.416666666666667,35.8424089604336,36.3157894736842,0.00634334883169546,0,0,0.11279707040608,4.24,0.249411764705882,4294967308.5,3.2188758248682,0.786176096308132,1,0,5,12,1.9,0.939393939393939,0.416666666666667,0.416666666666667,0.162790697674419,0.8,0.319047619047619,0.397979797979798,0.214285714285714,0.287878787878788,0.575428571428571,0.454545454545455,1.93548387096774,0.867549668874172,8,9,2.24348001429818,4.96982325034369,0.697261509032913,0.804669148874892,9.52055755464865,8.68330447415398,1.42213922459577,0.635384915513283,5,2.08333333333333,5,0.416666666666667,2,0.4
"281","ind","Thap Lan",0.278195488721804,-0.461538461538462,1.42307692307692,3,1.70908997365706,0.210526315789474,35.3897091187384,36.1111111111111,0.189865483244819,0,0,0.177086560231978,5.7027027027027,0.219334719334719,4294967314.5,3.61091791264422,0.738376303607027,1,0,7,19,1.28571428571429,0.859649122807018,0.278195488721804,0.278195488721804,0.169354838709677,0.835978835978836,0.154875283446712,0.367070453912559,0.0980725623582766,0.27729044834308,0.702360706187237,0.496101364522417,5.64285714285714,0.967741935483871,11,10,1.91727795765839,3.59009738060061,0.651470396044332,0.762802793806174,16.3120616669392,14.7998946584834,1.26300204435484,0.53827940376862,5.28571428571429,1.94736842105263,4,0.210526315789474,2,0.285714285714286
"282","ind","Thung Yai Naresuan",0.23,-0.515151515151515,1.39393939393939,3,1.93791545130234,0.16,32.5782089663889,27.0020325203252,0.241437426416101,0,0,0.254803855235027,5.84782608695652,0.177206851119895,8589934615,3.8286413964891,0.722614583388676,1,0,8,25,1.25,0.626666666666667,0.23,0.23,0.187884108867428,0.767918088737201,0.161924437300377,0.276357142857143,0.0943223443223443,0.185,0.625217490842491,0.619467592592593,5,1.07692307692308,16,14,1.66792868168806,3.99080608229607,0.62514259896427,0.787284564579577,19.6247246123513,16.4909070445929,1.42768348181017,0.457251259037189,5.75,1.84,4,0.16,1,0.125
"283","ind","Ton Nga Chang",0.366666666666667,-0.411764705882353,1.29411764705882,2,1.59360581523684,0.25,43.4675683209622,26.7543859649123,0.0703823795484122,0,0,0.106311278900885,3.81818181818182,0.224598930481283,4294967307,3.09104245335832,0.754954158445505,1,0,5,12,1.3,0.742424242424242,0.366666666666667,0.366666666666667,0,0,0.265714285714286,0.365656565656566,0.18,0.292929292929293,0.632571428571429,0.53030303030303,1.87096774193548,0.638888888888889,7,8,2.01180546667734,4.24564762667412,0.658840274922176,0.803894518155169,9.42151770620114,8.74402353274585,1.35643841120136,0.519860385419959,4.4,1.83333333333333,3,0.25,2,0.4
"284","ind","Ulu Muda",0.285714285714286,-0.391304347826087,1.39130434782609,3,1.95402866146875,0.3125,42.152743942628,26.8085106382979,-0.079041094444386,0,0,0.263294435999943,4.1875,0.182065217391304,4294967312,3.46573590279973,0.734499678252224,1,0,7,16,1.38095238095238,0.608333333333333,0.285714285714286,0.285714285714286,0.241157556270096,0.793103448275862,0.237641723356009,0.236865079365079,0.170068027210884,0.158333333333333,0.662468415937804,0.633333333333333,1.65671641791045,1.24550898203593,12,13,1.86790646888814,4.07255227652196,0.651845404077681,0.785691693417181,13.6375051876309,13.2795708972569,1.3447544594247,0.529773199805999,4.57142857142857,2,5,0.3125,2,0.285714285714286
"285","ind","Ulu Temburong",0.375,-0.454545454545455,0.818181818181818,2,1.60663079608635,0.375,44.3713349401693,20.4301075268817,NA,0,NA,-0.240925533569042,2.55555555555556,0.232323232323232,2147483652.5,2.19722457733622,0.691374248086811,1,0,3,8,0.333333333333333,0.464285714285714,0.375,0.375,0,NA,0.0833333333333333,0.392857142857143,0.0222222222222222,0.357142857142857,0.844444444444444,0.535714285714286,1.5,0.189189189189189,3,3,1.22939344462746,2.59105927478267,0.53625,0.705568733481809,6.89897948556636,5.25060861612918,0.902683400367403,0.0866433975699932,3,1.125,3,0.375,1,0.333333333333333
"286","ind","Umphang",0.248447204968944,-0.533333333333333,1.33333333333333,3,1.87330688572446,0.173913043478261,38.1499723041681,25.456204379562,0.18401498275343,0,0,0.255965668817321,5.55,0.185,4294967316,3.68887945411394,0.725956682277384,1,0,7,23,1.19047619047619,0.620553359683794,0.248447204968944,0.248447204968944,0.100923076923077,0.812903225806452,0.137263794406652,0.291464332768681,0.0894660894660895,0.210803689064559,0.71401788447243,0.610891523935002,4.62105263157895,0.830388692579505,14,13,1.61237874827784,3.79779952249334,0.618892120812164,0.77698231922602,17.5776135939568,14.6708026698923,1.41994665702171,0.427036676673723,5.71428571428571,1.73913043478261,4,0.173913043478261,1,0.142857142857143
"287","ind","Way Kambas",0.272727272727273,-0.375,0.9375,2,1.45756926498109,0.272727272727273,28.3795628207136,26.4102564102564,0.289947504063235,0,0,-0.0904046832212178,3,0.1875,4294967303.5,2.70805020110221,0.675773656925188,1,0,5,11,0.6,0.436363636363636,0.272727272727273,0.272727272727273,0,0,0.159365079365079,0.284848484848485,0.0866666666666667,0.187878787878788,0.638888888888889,0.586363636363636,1.875,0.705882352941177,6,7,1.30295200682128,2.48121895273063,0.557203699444757,0.704489487552469,10.4654924519468,8.77538513382523,0.855333223803211,0.199747688848747,3,1.36363636363636,3,0.272727272727273,1,0.2
"288","ind","Wilpattu ",0.5,-0.454545454545455,1.09090909090909,1,NA,0.5,12.5981465570706,63.7096774193548,0.772416932180246,0,0,-1,3.66666666666667,0.333333333333333,1073741872.66667,2.484906649788,0.781895708014468,1,0,3,8,1.66666666666667,0.964285714285714,0.5,0.5,0,0,0.398484848484848,0.634523809523809,0.238095238095238,0.428571428571429,0.333333333333333,0.19047619047619,3.85714285714286,1.06666666666667,1,1,1.34088154393802,3.65612946929475,0.553125,0.753063124486183,6.41760852785185,4.72980484799069,1.11073483672507,0.3106133312235,4,1.5,4,0.5,1,0.333333333333333
